"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"United States","USA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0.0692777977163337","0.215179689322422","0.268683990460557","0.353732927008749","0.343260630424641","0.349964001913936","0.487348894616474","0.594980561581967","0.952330207445297","0.975677779516332","1.43630329868199","2.38067841585553","3.12315482232543","4.53658568849087","6.19469840369686","9.12468426181905","9.47493331250348","11.9122723245361","12.6481474606314","11.4619757143287","10.9661272514543","11.8601211970009","12.6119071712737","12.7110214614706","13.5514148151241","15.5119379662836","16.625980594941","17.7605001054399","19.5445343350448","17.9407113942132","19.0953702261106","19.9514883759513","20.056582941891","19.0766087182148","19.6684077721093","20.0598925239449","19.5881732362997","18.1460533410308","18.7704888731882","19.9247064387534","19.8147239675252","20.6470146771244","19.9811047042283","19.4299925838217","19.607601589169","18.9915076224786","19.0922315755445","19.3489927530953","19.2909937416244","19.9311229787331","19.2664460909667","18.9848461910931","18.7579199060429","19.1738311600765","19.2302385002996","19.3237776259423","","","","","","","",
"Uzbekistan","UZB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"British Virgin Islands","VGB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Vanuatu","VUT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Yemen, Rep.","YEM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"South Africa","ZAF","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","2.90181871950318","3.75926554631359","6.01067897525537","4.09498071036328","6.69461138970767","6.83772794480039","5.10868579375397","5.49149610838858","5.5697811786012","4.18490894722573","5.38204947467157","6.09609399021475","5.90237398243574","6.08748808687197","6.7015185707106","6.40498548063586","6.25971314058613","5.14908273407214","5.48626489266302","5.4759392513665","5.54725438924169","4.66546859184896","3.99679491012593","4.34433781190019","5.08924972311257","5.18850150922756","4.71423895763848","5.20155946620643","4.68944306488881","5.5712660747575","5.52929999879746","","","","","","","","",
"Zambia","ZMB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Zimbabwe","ZWE","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
